,title,wine,vintage,vinyard,variety,avi,region,state,alcohol_content,size,winetype,price,score,dt_published,taster
877,Sleight of Hand 2014 The Illusionist Cabernet Sauvignon,Sleight of Hand,2014,The Illusionist,Cabernet Sauvignon,Columbia Valley (WA),Columbia Valley,Washington,14.5%,750 ml,Red,$52,91,5/1/2019,Sean P. Sullivan
878,Sleight of Hand 2016 Psychedelic Stoney Vine Vineyard Syrah,Sleight of Hand,2016,Psychedelic Stoney Vine Vineyard,Syrah,Walla Walla Valley (WA),Columbia Valley,Washington,13.8%,750 ml,Red,$60,91,5/1/2019,Sean P. Sullivan
879,Starfield 2016 Marsanne,Starfield,2016,Psychedelic Stoney Vine Vineyard,Marsanne,El Dorado,Sierra Foothills,California,14.6%,750 ml,White,$24,91,5/1/2019,Jim Gordon
880,Stewart 2016 Tartan Red,Stewart,2016,Tartan,Bordeaux-style Red Blend,Napa Valley,Napa,California,14.5%,750 ml,Red,$45,91,5/1/2019,Virginie Boone
881,Toccata 2015 Riserva Red,Toccata,2015,Riserva,"Red Blends, Red Blends",Santa Barbara County,Central Coast,California,14.5%,750 ml,Red,$42,91,5/1/2019,Matt Kettmann
882,Va Piano 2016 Stoney Vine Vineyard Syrah,Va Piano,2016,Stoney Vine Vineyard,Syrah,Walla Walla Valley (WA),Columbia Valley,Washington,14.2%,750 ml,Red,$65,91,5/1/2019,Sean P. Sullivan
883,Ironstone 2016 Petite Sirah,Ironstone,2016,Stoney Vine Vineyard,Petite Sirah,Lodi,Central Valley,California,13.5%,750 ml,Red,$14,91,5/1/2019,Jim Gordon
884,Williams Selyem 2016 Bacigalupi Vineyard Zinfandel,Williams Selyem,2016,Bacigalupi Vineyard,Zinfandel,Russian River Valley,Sonoma,California,14.9%,750 ml,Red,$65,91,5/1/2019,Virginie Boone
885,Blue Rock 2016 Best Barrels Merlot,Blue Rock,2016,Best Barrels,Merlot,Alexander Valley,Sonoma,California,14.6%,750 ml,Red,$75,91,5/1/2019,Virginie Boone
886,Brassfield 2016 Grenache,Brassfield,2016,Best Barrels,Grenache,High Valley,Lake County,California,14.6%,750 ml,Red,$40,91,5/1/2019,Jim Gordon
887,Byron Blatty 2016 Agenda Syrah,Byron Blatty,2016,Agenda,Syrah,Los Angeles County,South Coast,California,13.7%,750 ml,Red,$58,91,5/1/2019,Matt Kettmann
888,Jeff Cohn 2016 Rossi Ranch Vineyard Zinfandel,Jeff Cohn,2016,Rossi Ranch Vineyard,Zinfandel,Sonoma Valley,Sonoma,California,15.6%,750 ml,Red,$45,91,5/1/2019,Virginie Boone
889,Lexington 2014 Apex Gist Ranch Estate Cabernet Sauvignon,Lexington,2014,Apex Gist Ranch Estate,Cabernet Sauvignon,Santa Cruz Mountains,Central Coast,California,14.5%,750 ml,Red,$95,91,5/1/2019,Matt Kettmann
890,Sbragia 2016 Italo's Vineyard Old Vine Zinfandel,Sbragia,2016,Italo's Vineyard Old Vine,Zinfandel,Alexander Valley,Sonoma,California,15%,750 ml,Red,$44,91,5/1/2019,Virginie Boone
891,Scratch 2015 Janaca Vineyard Cabernet Sauvignon,Scratch,2015,Janaca Vineyard,Cabernet Sauvignon,Santa Cruz Mountains,Central Coast,California,14.6%,750 ml,Red,$65,91,5/1/2019,Matt Kettmann
892,Shooting Star 2016 Cabernet Sauvignon,Shooting Star,2016,Janaca Vineyard,Cabernet Sauvignon,Lake County,Lake County,California,14.2%,750 ml,Red,$16,91,5/1/2019,Jim Gordon
893,The Withers Winery 2016 Mr. Burgess Syrah,The Withers Winery,2016,Mr. Burgess,Syrah,El Dorado,Sierra Foothills,California,12.9%,750 ml,Red,$44,91,5/1/2019,Jim Gordon
894,Timbre 2015 Opening Act Chardonnay,Timbre,2015,Opening Act,Chardonnay,Santa Barbara County,Central Coast,California,12.9%,750 ml,White,$24,91,5/1/2019,Matt Kettmann
895,Theopolis 2016 Estate Grown Petite Sirah,Theopolis,2016,Estate Grown,Petite Sirah,Yorkville Highlands,North Coast,California,14.8%,750 ml,Red,$39,91,5/1/2019,Jim Gordon
896,Trefethen 2016 Dragon's Tooth Red,Trefethen,2016,Dragon's Tooth,Bordeaux-style Red Blend,Napa Valley,Napa,California,14.6%,750 ml,Red,$60,91,5/1/2019,Virginie Boone
897,Brassfield 2016 Cabernet Sauvignon,Brassfield,2016,Dragon's Tooth,Cabernet Sauvignon,High Valley,Lake County,California,14.6%,750 ml,Red,$30,91,5/1/2019,Jim Gordon
898,Cordant 2016 Escolle Vineyard Pinot Noir,Cordant,2016,Escolle Vineyard,Pinot Noir,Santa Lucia Highlands,Central Coast,California,15.1%,750 ml,Red,$54,91,5/1/2019,Matt Kettmann
899,Furthermore 2015 Gioia Vineyard Pinot Noir,Furthermore,2015,Gioia Vineyard,Pinot Noir,Sonoma Coast,Sonoma,California,14%,750 ml,Red,$55,91,5/1/2019,Virginie Boone
900,Hahn 2017 SLH Estate Grown Pinot Noir,Hahn,2017,SLH Estate Grown,Pinot Noir,Santa Lucia Highlands,Central Coast,California,14.5%,750 ml,Red,$30,91,5/1/2019,Matt Kettmann
901,Joullian 2016 Argyle Vineyard Cabernet Franc,Joullian,2016,Argyle Vineyard,Cabernet Franc,San Antonio Valley,Central Coast,California,13.7%,750 ml,Red,$40,91,5/1/2019,Matt Kettmann
902,Maryetta 2017 Roma's Vineyard Pinot Noir,Maryetta,2017,Roma's Vineyard,Pinot Noir,Anderson Valley,Mendocino County,California,13.1%,750 ml,Red,$40,91,5/1/2019,Jim Gordon
903,Noceto 2016 Hillside Sangiovese,Noceto,2016,Hillside,Sangiovese,Shenandoah Valley (CA),Sierra Foothills,California,14.5%,750 ml,Red,$38,91,5/1/2019,Jim Gordon
904,ONX 2016 Level 22 Red,ONX,2016,Level 22,Rhône-style Red Blend,Templeton Gap District,Central Coast,California,15.3%,750 ml,Red,$54,91,5/1/2019,Matt Kettmann
905,Opolo 2016 Maestro Red,Opolo,2016,Maestro,Rhône-style Red Blend,Paso Robles,Central Coast,California,14.6%,750 ml,Red,$34,91,5/1/2019,Matt Kettmann
906,Starfield 2016 Jacks Are Wild Red,Starfield,2016,Jacks Are Wild,"Red Blends, Red Blends",El Dorado,Sierra Foothills,California,14.5%,750 ml,Red,$35,91,5/1/2019,Jim Gordon
907,The Withers Winery 2016 Ruben G-S-M,The Withers Winery,2016,Ruben,"G-S-M, Rhône-style Red Blend",El Dorado,Sierra Foothills,California,13.3%,750 ml,Red,$39,91,5/1/2019,Jim Gordon
908,The Withers Winery 2017 Peters Vineyard Pinot Noir,The Withers Winery,2017,Peters Vineyard,Pinot Noir,Sonoma Coast,Sonoma,California,13.9%,750 ml,Red,$47,91,5/1/2019,Virginie Boone
909,Timbre 2014 A Cote Mission Ranch Pinot Noir,Timbre,2014,A Cote Mission Ranch,Pinot Noir,Monterey County,Central Coast,California,14.1%,750 ml,Red,$24,91,5/1/2019,Matt Kettmann
910,De Loach 2016 Pinot Noir,De Loach,2016,A Cote Mission Ranch,Pinot Noir,Russian River Valley,Sonoma,California,14.5%,750 ml,Red,$25,91,5/1/2019,Virginie Boone
911,Riboli 2015 Estate Grown Cabernet Sauvignon,Riboli,2015,Estate Grown,Cabernet Sauvignon,Napa Valley,Napa,California,14.9%,750 ml,Red,$75,91,5/1/2019,Virginie Boone
912,Austin Hope 2015 Syrah,Austin Hope,2015,Estate Grown,Syrah,Templeton Gap District,Central Coast,California,15%,750 ml,Red,$55,91,5/1/2019,Matt Kettmann
913,Aver Family Vineyards 2015 Heritage Cabernet Sauvignon,Aver Family Vineyards,2015,Heritage,Cabernet Sauvignon,Santa Clara Valley,Central Coast,California,15.1%,750 ml,Red,$45,91,5/1/2019,Matt Kettmann
914,Campovida 2017 Trails End Vineyard Rosé di Grenache,Campovida,2017,Trails End Vineyard Rosé di,Grenache,Mendocino County,Mendocino County,California,13.9%,750 ml,Rose,$36,91,5/1/2019,Jim Gordon
915,Cass 2015 Rockin' One Red,Cass,2015,Rockin' One,Rhône-style Red Blend,Paso Robles,Central Coast,California,14.5%,750 ml,Red,$49,91,5/1/2019,Matt Kettmann
916,Hayes Valley 2017 Cabernet Sauvignon,Hayes Valley,2017,Rockin' One,Cabernet Sauvignon,California,California Other,California,13.5%,750 ml,Red,$15,91,5/1/2019,Jim Gordon
917,Killer Drop 2015 Red,Killer Drop,2015,Rockin' One,"Red Blends, Red Blends",California,California Other,California,14.5%,750 ml,Red,$25,91,5/1/2019,Jim Gordon
918,La Voix 2015 Reflektor John Sebastiano Vineyard Pinot Noir,La Voix,2015,Reflektor John Sebastiano Vineyard,Pinot Noir,Sta. Rita Hills,Central Coast,California,14%,750 ml,Red,$65,91,5/1/2019,Matt Kettmann
919,La Voix 2015 Reflektor John Sebastiano Vineyard Pinot Noir,La Voix,2015,Reflektor John Sebastiano Vineyard,Pinot Noir,Sta. Rita Hills,Central Coast,California,14%,750 ml,Red,$65,91,5/1/2019,Matt Kettmann
920,Hahn 2017 SLH Estate Grown Pinot Noir,Hahn,2017,SLH Estate Grown,Pinot Noir,Santa Lucia Highlands,Central Coast,California,14.5%,750 ml,Red,$30,91,5/1/2019,Matt Kettmann
921,Joullian 2016 Argyle Vineyard Cabernet Franc,Joullian,2016,Argyle Vineyard,Cabernet Franc,San Antonio Valley,Central Coast,California,13.7%,750 ml,Red,$40,91,5/1/2019,Matt Kettmann
922,Maryetta 2017 Roma's Vineyard Pinot Noir,Maryetta,2017,Roma's Vineyard,Pinot Noir,Anderson Valley,Mendocino County,California,13.1%,750 ml,Red,$40,91,5/1/2019,Jim Gordon
923,Noceto 2016 Hillside Sangiovese,Noceto,2016,Hillside,Sangiovese,Shenandoah Valley (CA),Sierra Foothills,California,14.5%,750 ml,Red,$38,91,5/1/2019,Jim Gordon
924,ONX 2016 Level 22 Red,ONX,2016,Level 22,Rhône-style Red Blend,Templeton Gap District,Central Coast,California,15.3%,750 ml,Red,$54,91,5/1/2019,Matt Kettmann
925,Opolo 2016 Maestro Red,Opolo,2016,Maestro,Rhône-style Red Blend,Paso Robles,Central Coast,California,14.6%,750 ml,Red,$34,91,5/1/2019,Matt Kettmann
926,Starfield 2016 Jacks Are Wild Red,Starfield,2016,Jacks Are Wild,"Red Blends, Red Blends",El Dorado,Sierra Foothills,California,14.5%,750 ml,Red,$35,91,5/1/2019,Jim Gordon
927,The Withers Winery 2016 Ruben G-S-M,The Withers Winery,2016,Ruben,"G-S-M, Rhône-style Red Blend",El Dorado,Sierra Foothills,California,13.3%,750 ml,Red,$39,91,5/1/2019,Jim Gordon
928,The Withers Winery 2016 Ruben G-S-M,The Withers Winery,2016,Ruben,"G-S-M, Rhône-style Red Blend",El Dorado,Sierra Foothills,California,13.3%,750 ml,Red,$39,91,5/1/2019,Jim Gordon
929,Timbre 2014 A Cote Mission Ranch Pinot Noir,Timbre,2014,A Cote Mission Ranch,Pinot Noir,Monterey County,Central Coast,California,14.1%,750 ml,Red,$24,91,5/1/2019,Matt Kettmann
930,De Loach 2016 Pinot Noir,De Loach,2016,A Cote Mission Ranch,Pinot Noir,Russian River Valley,Sonoma,California,14.5%,750 ml,Red,$25,91,5/1/2019,Virginie Boone
931,Riboli 2015 Estate Grown Cabernet Sauvignon,Riboli,2015,Estate Grown,Cabernet Sauvignon,Napa Valley,Napa,California,14.9%,750 ml,Red,$75,91,5/1/2019,Virginie Boone
932,Austin Hope 2015 Syrah,Austin Hope,2015,Estate Grown,Syrah,Templeton Gap District,Central Coast,California,15%,750 ml,Red,$55,91,5/1/2019,Matt Kettmann
933,Aver Family Vineyards 2015 Heritage Cabernet Sauvignon,Aver Family Vineyards,2015,Heritage,Cabernet Sauvignon,Santa Clara Valley,Central Coast,California,15.1%,750 ml,Red,$45,91,5/1/2019,Matt Kettmann
934,Campovida 2017 Trails End Vineyard Rosé di Grenache,Campovida,2017,Trails End Vineyard Rosé di,Grenache,Mendocino County,Mendocino County,California,13.9%,750 ml,Rose,$36,91,5/1/2019,Jim Gordon
935,Cass 2015 Rockin' One Red,Cass,2015,Rockin' One,Rhône-style Red Blend,Paso Robles,Central Coast,California,14.5%,750 ml,Red,$49,91,5/1/2019,Matt Kettmann
936,Hayes Valley 2017 Cabernet Sauvignon,Hayes Valley,2017,Rockin' One,Cabernet Sauvignon,California,California Other,California,13.5%,750 ml,Red,$15,91,5/1/2019,Jim Gordon
937,Killer Drop 2015 Red,Killer Drop,2015,Rockin' One,"Red Blends, Red Blends",California,California Other,California,14.5%,750 ml,Red,$25,91,5/1/2019,Jim Gordon
938,La Voix 2015 Reflektor John Sebastiano Vineyard Pinot Noir,La Voix,2015,Reflektor John Sebastiano Vineyard,Pinot Noir,Sta. Rita Hills,Central Coast,California,14%,750 ml,Red,$65,91,5/1/2019,Matt Kettmann
939,Loring Wine Company 2017 Sierra Mar Vineyard Chardonnay,Loring Wine Company,2017,Sierra Mar Vineyard,Chardonnay,Santa Lucia Highlands,Central Coast,California,14.3%,750 ml,White,$44,91,5/1/2019,Matt Kettmann
940,Loring Wine Company 2017 Pinot Noir,Loring Wine Company,2017,Sierra Mar Vineyard,Pinot Noir,Santa Lucia Highlands,Central Coast,California,14.3%,750 ml,Red,$38,91,5/1/2019,Matt Kettmann
941,MCV 2016 Gemeny Vineyards Petite Sirah,MCV,2016,Gemeny Vineyards,Petite Sirah,Paso Robles,Central Coast,California,15.9%,750 ml,Red,$52,91,5/1/2019,Matt Kettmann
942,Soos Creek 2015 Sundance Red,Soos Creek,2015,Sundance,Bordeaux-style Red Blend,Columbia Valley (WA),Columbia Valley,Washington,14.1%,750 ml,Red,$25,91,5/1/2019,Sean P. Sullivan
943,The Withers Winery 2017 English Hill Vineyard Pinot Noir,The Withers Winery,2017,English Hill Vineyard,Pinot Noir,Sonoma Coast,Sonoma,California,12.8%,750 ml,Red,$50,91,5/1/2019,Virginie Boone
944,Three Sticks 2016 Durell Vineyard Pinot Noir,Three Sticks,2016,Durell Vineyard,Pinot Noir,Sonoma Coast,Sonoma,California,14.5%,750 ml,Red,$70,91,5/1/2019,Virginie Boone
945,Beckon 2017 Chardonnay,Beckon,2017,Durell Vineyard,Chardonnay,Central Coast,Central Coast,California,13.8%,750 ml,White,$16,90,5/1/2019,Matt Kettmann
946,Brutocao 2015 Coro Red,Brutocao,2015,Coro,"Red Blends, Red Blends",Mendocino,Mendocino County,California,14.2%,750 ml,Red,$40,90,5/1/2019,Jim Gordon
947,Campovida 2017 Tavolo Bianco White,Campovida,2017,Tavolo Bianco,White Blend,Mendocino County,Mendocino County,California,13.2%,750 ml,White,$30,90,5/1/2019,Jim Gordon
948,Cass 2016 Rockin' One White,Cass,2016,Rockin' One,Rhône-style White Blend,Paso Robles,Central Coast,California,15%,750 ml,White,$32,90,5/1/2019,Matt Kettmann
949,Cherry Bomb 2014 Pinot Noir,Cherry Bomb,2014,Rockin' One,Pinot Noir,Russian River Valley,Sonoma,California,14.5%,750 ml,Red,$25,90,5/1/2019,Virginie Boone
950,Cordant 2016 Radian Vineyard Pinot Noir,Cordant,2016,Radian Vineyard,Pinot Noir,Sta. Rita Hills,Central Coast,California,14.5%,750 ml,Red,$54,90,5/1/2019,Matt Kettmann
951,Cuvaison 2015 Estate Grown Brut Rosé,Cuvaison,2015,Estate Grown Brut,Rosé,Los Carneros,Napa-Sonoma,California,12%,750 ml,Sparkling,$50,90,5/1/2019,Virginie Boone
952,Furthermore 2015 Pinot Noir,Furthermore,2015,Estate Grown Brut,Pinot Noir,Russian River Valley,Sonoma,California,14.3%,750 ml,Red,$40,90,5/1/2019,Virginie Boone
953,Heritance 2015 Cabernet Sauvignon,Heritance,2015,Estate Grown Brut,Cabernet Sauvignon,Rutherford,Napa,California,14.8%,750 ml,Red,$57,90,5/1/2019,Virginie Boone
954,Naggiar 2017 Estate Cabernet Sauvignon,Naggiar,2017,Estate,Cabernet Sauvignon,Sierra Foothills,Sierra Foothills,California,14.3%,750 ml,Red,$29,90,5/1/2019,Jim Gordon
955,Jeff Cohn 2016 Broken Compass Saitone Vineyard Old Vine Carignane,Jeff Cohn,2016,Broken Compass Saitone Vineyard Old Vine,"Carignane, Carignan",Russian River Valley,Sonoma,California,15.2%,750 ml,Red,$45,90,5/1/2019,Virginie Boone
956,La Crema 2015 Panorama Vineyard Pinot Noir,La Crema,2015,Panorama Vineyard,Pinot Noir,Arroyo Seco,Central Coast,California,14.5%,750 ml,Red,$40,90,5/1/2019,Matt Kettmann
957,Mt. Brave 2015 Cabernet Sauvignon,Mt. Brave,2015,Panorama Vineyard,Cabernet Sauvignon,Mount Veeder,Napa,California,14.5%,750 ml,Red,$90,90,5/1/2019,Virginie Boone
958,Naggiar 2017 Estate Cabernet Sauvignon,Naggiar,2017,Estate,Cabernet Sauvignon,Sierra Foothills,Sierra Foothills,California,14.3%,750 ml,Red,$29,90,5/1/2019,Jim Gordon
959,Opolo 2016 Cabernet Sauvignon,Opolo,2016,Estate,Cabernet Sauvignon,Paso Robles,Central Coast,California,14.9%,750 ml,Red,$36,90,5/1/2019,Matt Kettmann
960,Pey-Marin 2016 Trois Filles Pinot Noir,Pey-Marin,2016,Trois Filles,Pinot Noir,Marin County,North Coast,California,12.5%,750 ml,Red,$44,90,5/1/2019,Jim Gordon
961,Poundstone 2016 Sangiacomo Catarina Vineyard Chardonnay,Poundstone,2016,Sangiacomo Catarina Vineyard,Chardonnay,Carneros,Napa-Sonoma,California,14.5%,750 ml,White,$40,90,5/1/2019,Virginie Boone
962,Sbragia 2016 Nonno's Reserve Zinfandel,Sbragia,2016,Nonno's Reserve,Zinfandel,Dry Creek Valley,Sonoma,California,15.2%,750 ml,Red,$44,90,5/1/2019,Virginie Boone
963,Smith & Hook 2015 Proprietary Red,Smith & Hook,2015,Proprietary,"Red Blends, Red Blends",Central Coast,Central Coast,California,14.8%,750 ml,Red,$25,90,5/1/2019,Matt Kettmann
964,Soos Creek 2015 Vielles Vignes Ciel du Cheval Vineyard Cabernet Sauvignon,Soos Creek,2015,Vielles Vignes Ciel du Cheval Vineyard,Cabernet Sauvignon,Red Mountain,Columbia Valley,Washington,14.1%,750 ml,Red,$50,90,5/1/2019,Sean P. Sullivan
965,Troublemaker NV Red,Troublemaker,NV,Vielles Vignes Ciel du Cheval Vineyard,"Red Blends, Red Blends",Central Coast,Central Coast,California,14.5%,750 ml,Red,$18,90,5/1/2019,Matt Kettmann
966,Encanto 2014 Usibelli Ranch Cabernet Sauvignon,Encanto,2014,Usibelli Ranch,Cabernet Sauvignon,Rutherford,Napa,California,15.3%,750 ml,Red,$75,90,5/1/2019,Virginie Boone
967,Longboard 2015 Duke's 42 Red,Longboard,2015,Duke's 42,"Red Blends, Red Blends",Russian River Valley,Sonoma,California,14.5%,750 ml,Red,$95,90,5/1/2019,Virginie Boone
968,Pride Mountain 2016 Vintner Select Chardonnay,Pride Mountain,2016,Vintner Select,Chardonnay,Sonoma County,Sonoma,California,14.5%,750 ml,White,$52,90,5/1/2019,Virginie Boone
969,Robert Mondavi 2016 Merlot,Robert Mondavi,2016,Vintner Select,Merlot,Napa Valley,Napa,California,14.5%,750 ml,Red,$28,90,5/1/2019,Virginie Boone
970,Bitner 2017 Riesling,Bitner,2017,Vintner Select,Riesling,,,Idaho,14%,750 ml,White,$17,90,5/1/2019,Sean P. Sullivan
971,Bliss 2017 Estate Bottled Chardonnay,Bliss,2017,Estate Bottled,Chardonnay,Mendocino,Mendocino County,California,13.5%,750 ml,White,$14,90,5/1/2019,Jim Gordon
972,Brassfield 2016 Volcano Ridge Vineyard Mourvèdre,Brassfield,2016,Volcano Ridge Vineyard,Mourvèdre,High Valley,Lake County,California,14.6%,750 ml,Red,$40,90,5/1/2019,Jim Gordon
973,Cordant 2016 Kessler-Haak Vineyard Pinot Noir,Cordant,2016,Kessler-Haak Vineyard,Pinot Noir,Sta. Rita Hills,Central Coast,California,14.5%,750 ml,Red,$54,90,5/1/2019,Matt Kettmann
974,Damsel 2015 Stillwater Creek Vineyard Syrah,Damsel,2015,Stillwater Creek Vineyard,Syrah,Columbia Valley (WA),Columbia Valley,Washington,14.8%,750 ml,Red,$30,90,5/1/2019,Sean P. Sullivan
975,Jax 2017 Y3 Pinot Noir,Jax,2017,Y3,Pinot Noir,Russian River Valley,Sonoma,California,14.1%,750 ml,Red,$25,90,5/1/2019,Virginie Boone
976,La Crema 2016 Kelli Ann Vineyard Chardonnay,La Crema,2016,Kelli Ann Vineyard,Chardonnay,Russian River Valley,Sonoma,California,14.8%,750 ml,White,$55,90,5/1/2019,Virginie Boone
977,Lucas & Lewellen 2016 Valley View Vineyard Cabernet Sauvignon,Lucas & Lewellen,2016,Valley View Vineyard,Cabernet Sauvignon,Santa Ynez Valley,Central Coast,California,14.5%,750 ml,Red,$25,90,5/1/2019,Matt Kettmann
978,Mabera 2017 Estate Collection Zinfandel Rosé,Mabera,2017,Estate Collection Zinfandel,Rosé,Amador County,Sierra Foothills,California,13.4%,750 ml,Rose,$17,90,5/1/2019,Jim Gordon
979,Parducci 2016 True Grit Reserve Red,Parducci,2016,True Grit Reserve,"Red Blends, Red Blends",Mendocino County,Mendocino County,California,14.5%,750 ml,Red,$25,90,5/1/2019,Jim Gordon
980,Passaggio 2016 Albini Vineyards Cabernet Franc,Passaggio,2016,Albini Vineyards,Cabernet Franc,Sonoma Valley,Sonoma,California,13.7%,750 ml,Red,$62,90,5/1/2019,Virginie Boone
981,Rincon Mountain 2015 Barbera,Rincon Mountain,2015,Albini Vineyards,Barbera,Paso Robles,Central Coast,California,15.9%,750 ml,Red,$58,90,5/1/2019,Matt Kettmann
982,Sleight of Hand 2014 Archimage Red,Sleight of Hand,2014,Archimage,Bordeaux-style Red Blend,Columbia Valley (WA),Columbia Valley,Washington,14.9%,750 ml,Red,$52,90,5/1/2019,Sean P. Sullivan
983,St Huberts 2016 The Stag Chardonnay,St Huberts,2016,The Stag,Chardonnay,North Coast,North Coast,California,14.8%,750 ml,White,$20,90,5/1/2019,Jim Gordon
984,Va Piano 2016 Cabernet Sauvignon,Va Piano,2016,The Stag,Cabernet Sauvignon,Walla Walla Valley (WA),Columbia Valley,Washington,14.5%,750 ml,Red,$50,90,5/1/2019,Sean P. Sullivan
985,E & J Gallo 2015 Signature Series Cabernet Sauvignon,E & J Gallo,2015,Signature Series,Cabernet Sauvignon,Napa Valley,Napa,California,14.9%,750 ml,Red,$50,90,5/1/2019,Virginie Boone
986,E & J Gallo 2015 Signature Series Cabernet Sauvignon,E & J Gallo,2015,Signature Series,Cabernet Sauvignon,Napa Valley,Napa,California,14.9%,750 ml,Red,$50,90,5/1/2019,Virginie Boone
987,Nicholson Ranch 2015 Estate Pinot Noir,Nicholson Ranch,2015,Estate,Pinot Noir,Sonoma Coast,Sonoma,California,14.7%,750 ml,Red,$55,90,5/1/2019,Virginie Boone
988,Sleeping Giant 2015 Cabernet Sauvignon,Sleeping Giant,2015,Estate,Cabernet Sauvignon,Coombsville,Napa,California,14.5%,750 ml,Red,$80,90,5/1/2019,Virginie Boone
989,Brophy Clark 2015 Chardonnay,Brophy Clark,2015,Estate,Chardonnay,Santa Maria Valley,Central Coast,California,14.4%,750 ml,White,$30,90,5/1/2019,Matt Kettmann
990,Bella Grace 2016 Old Vine Zinfandel,Bella Grace,2016,Old Vine,Zinfandel,Amador County,Sierra Foothills,California,14.7%,750 ml,Red,$28,90,5/1/2019,Jim Gordon
991,Brassfield 2017 Pinot Gris,Brassfield,2017,Old Vine,Pinot Gris,High Valley,Lake County,California,13.5%,750 ml,White,$19,90,5/1/2019,Jim Gordon
992,Chronic Cellars 2017 Sofa King Bueno Red,Chronic Cellars,2017,Sofa King Bueno,Rhône-style Red Blend,Paso Robles,Central Coast,California,14.5%,750 ml,Red,$22,90,5/1/2019,Matt Kettmann
993,Cooper-Garrod 2016 Two Vineyards Pinot Noir,Cooper-Garrod,2016,Two Vineyards,Pinot Noir,Santa Cruz Mountains,Central Coast,California,13.1%,750 ml,Red,$43,90,5/1/2019,Matt Kettmann
994,Dry Creek Vineyard 2015 Eastern Bench Meritage,Dry Creek Vineyard,2015,Eastern Bench,"Meritage, Bordeaux-style Red Blend",Dry Creek Valley,Sonoma,California,14.5%,750 ml,Red,$65,90,5/1/2019,Virginie Boone
995,Falkner 2015 Vintner's Reserve Estate Grown Sangiovese,Falkner,2015,Vintner's Reserve Estate Grown,Sangiovese,Temecula Valley,South Coast,California,13.8%,750 ml,Red,$60,90,5/1/2019,Matt Kettmann
996,Jeff Cohn 2016 Cassata Vineyard Zinfandel,Jeff Cohn,2016,Cassata Vineyard,Zinfandel,Sonoma Valley,Sonoma,California,15.6%,750 ml,Red,$45,90,5/1/2019,Virginie Boone
997,Loring Wine Company 2017 River Quinn Chardonnay,Loring Wine Company,2017,River Quinn,Chardonnay,Santa Barbara County,Central Coast,California,14.3%,750 ml,White,$25,90,5/1/2019,Matt Kettmann
998,Opolo 2016 Reserve Collection Zinfandel,Opolo,2016,Reserve Collection,Zinfandel,Paso Robles Willow Creek District,Central Coast,California,16.3%,750 ml,Red,$50,90,5/1/2019,Matt Kettmann
999,Sleight of Hand 2016 Levitation Syrah,Sleight of Hand,2016,Levitation,Syrah,Columbia Valley (WA),Columbia Valley,Washington,15.1%,750 ml,Red,$45,90,5/1/2019,Sean P. Sullivan
